user_id,full_name,email,phone_number,gender,age,registration_date,account_status,device_id,location,country,typical_device,typical_browser,typical_payment_method,session_id,timestamp,action,product_id,device_type,browser,geo_location,session_duration,product_name,category,price,discount,vendor_id,transaction_id,order_id,quantity,payment_method,payment_status,amount,currency,delivery_address,return_request,refund_status,rating,is_fraud,fraud_type,ip_address
USER1145,Peace Adeyemi,patienceobi@example.net,+2347427077768,Male,58,2024-05-03T07:23:07+00:00,active,DEV78398,Kano,Nigeria,desktop,Chrome,USSD,SESS53806,2025-10-19T15:51:37.982500+00:00,view_product,PROD5155,desktop,Chrome,"Kano, Nigeria",235,Phones & Tablets Product 10,Phones & Tablets,16332.33,30,QuickDealsNG,TXN992588,ORD482610,1,USSD,success,32664.66,NGN,"243 Olawale Burgs, Kano",False,none,2,0,none,197.210.56.202
USER1978,Emmanuel Ibrahim,michaeloyekan@example.net,+2348094896253,Female,37,2024-08-29T07:38:53+00:00,inactive,DEV12156,Ibadan,Nigeria,tablet,Chrome,Pay on Delivery,SESS50831,2025-10-19T15:57:48.112021+00:00,view_product,PROD2805,tablet,Chrome,"Ibadan, Nigeria",1133,Phones & Tablets Product 1,Phones & Tablets,84282.66,5,KongaDeals,TXN544741,ORD680215,3,Pay on Delivery,success,252847.98,NGN,"340 Patience Garden, Ibadan",False,none,5,0,none,197.210.174.154
USER1091,Grace Nnamani,daniel66@example.com,+2347421873926,Female,38,2025-04-26T07:54:53+00:00,suspended,DEV89722,Kano,Nigeria,desktop,Firefox,USSD,SESS19662,2025-10-19T15:55:44.668269+00:00,purchase,PROD1468,desktop,Firefox,"Kano, Nigeria",189,Health & Beauty Product 52,Health & Beauty,17207.47,5,JumiaFlash,TXN693071,ORD695377,2,USSD,success,51622.41,NGN,"475 Akinwale Field, Kano",False,none,4,0,none,197.210.185.242
USER1220,Juliet Ojo,pobasanjo@example.net,+2347634426734,Male,58,2024-10-25T23:54:09+00:00,active,DEV66868,Aba,Nigeria,desktop,Safari,Mobile Money,SESS27723,2025-10-19T15:53:57.394078+00:00,browse,PROD8002,desktop,Safari,"Aba, Nigeria",1537,Fashion Product 22,Fashion,36033.0,0,NaijaMarket,TXN892095,ORD724885,3,Mobile Money,success,36006.50048702326,NGN,"512 Joshua Meadows, Aba",False,none,5,1,merchant_collusion,197.210.103.182
USER1176,Elizabeth Ekwueme,samueluche@example.org,+2347934258837,Male,63,2024-09-01T06:27:59+00:00,active,DEV89210,Lagos,Nigeria,mobile,Safari,USSD,SESS54450,2025-10-19T15:52:28.071695+00:00,add_to_cart,PROD7241,mobile,Safari,"Lagos, Nigeria",1048,Electronics Product 24,Electronics,260324.25,10,NaijaMarket,TXN523113,ORD215969,3,USSD,success,780972.75,NGN,"385 Ruth Views, Lagos",False,none,4,0,none,197.210.145.130
USER1661,Joseph Oshodi,obasanjoandrew@example.com,+2347565467161,Female,52,2025-06-13T10:04:59+00:00,active,DEV96265,Aba,Nigeria,tablet,Safari,Card,SESS33192,2025-10-19T15:51:28.282006+00:00,login,PROD9875,tablet,Safari,"Aba, Nigeria",1313,Groceries Product 22,Groceries,2495.04,15,KongaDeals,TXN436004,ORD533811,5,Card,success,7485.12,NGN,"500 Paul Court, Aba",False,none,1,0,none,197.210.113.135
USER1107,Andrew Ojo,gabriel05@example.org,+2347830477659,Female,46,2025-08-26T20:01:38+00:00,active,DEV53063,Lagos,Nigeria,desktop,Chrome,Bank Transfer,SESS44367,2025-10-19T15:49:13.896310+00:00,add_to_cart,PROD5760,desktop,Chrome,"Lagos, Nigeria",59,Computers Product 91,Computers,570199.61,0,VEND972,TXN724496,ORD988491,5,Bank Transfer,success,570199.61,NGN,"251 Daniel Lake, Lagos",False,none,5,0,none,197.210.23.185
USER1759,Faith Abiola,michael16@example.org,+2347106570354,Male,34,2025-05-05T21:37:52+00:00,active,DEV44089,Lagos,Nigeria,mobile,Chrome,Card,SESS34146,2025-10-19T15:52:15.905474+00:00,view_product,PROD5328,mobile,Chrome,"Lagos, Nigeria",751,Home & Kitchen Product 6,Home & Kitchen,34019.74,15,KongaDeals,TXN757883,ORD364990,1,Card,success,102059.22,NGN,"467 Balogun Key, Lagos",False,none,1,0,none,197.210.184.180
USER1250,Benjamin Okafor,johnadeyemi@example.org,+2347362089007,Male,38,2023-12-13T01:37:10+00:00,active,DEV34939,Lagos,Nigeria,desktop,Firefox,Pay on Delivery,SESS90382,2025-10-19T15:52:55.415328+00:00,view_product,PROD4904,desktop,Firefox,"Lagos, Nigeria",1181,Phones & Tablets Product 84,Phones & Tablets,280481.02,5,QuickDealsNG,TXN688009,ORD417352,2,Pay on Delivery,success,280481.02,NGN,"994 Joseph Squares, Lagos",False,none,5,0,none,197.210.67.31
USER1721,Joy Okonkwo,andrew31@example.org,+2347275248721,Male,64,2025-08-26T07:38:05+00:00,active,DEV48563,Lagos,Nigeria,desktop,Firefox,Bank Transfer,SESS25776,2025-10-19T15:55:57.772961+00:00,login,PROD8755,desktop,Firefox,"Lagos, Nigeria",138,Fashion Product 50,Fashion,6013.25,5,VEND730,TXN562148,ORD888788,5,Bank Transfer,success,12026.5,NGN,"553 Ruth Turnpike, Lagos",False,none,1,0,none,197.210.36.248
USER1254,Ruth Chukwu,olawalenathaniel@example.net,+2347935190041,Male,55,2024-05-10T09:32:22+00:00,suspended,DEV39775,Ibadan,Nigeria,tablet,Chrome,Card,SESS26010,2025-10-19T15:50:13.885024+00:00,purchase,PROD3736,tablet,Chrome,Unknown Location,409,Groceries Product 41,Groceries,12239.17,0,VEND668,TXN565344,ORD606022,4,Card,success,36717.51,NGN,"848 Abiola Turnpike, Lagos",False,none,1,1,geo_anomaly,10.0.101.120
USER1524,Paul Obi,saraholawale@example.org,+2347506780634,Female,37,2023-12-27T03:22:47+00:00,active,DEV79932,Kano,Nigeria,tablet,Chrome,Card,SESS37837,2025-10-19T15:52:19.034653+00:00,view_product,PROD5026,tablet,Chrome,"Kano, Nigeria",1553,Computers Product 8,Computers,379442.55,10,QuickDealsNG,TXN937861,ORD948791,1,Card,success,379442.55,NGN,"403 Ogunleye Shoal, Kano",False,none,2,0,none,197.210.33.109
USER1784,Paul Ogunleye,obasanjoangela@example.net,+2348004302134,Male,64,2024-10-29T21:08:43+00:00,inactive,DEV59976,Ibadan,Nigeria,mobile,Chrome,Bank Transfer,SESS50174,2025-10-19T15:50:14.714033+00:00,add_to_cart,PROD2179,mobile,Chrome,"Ibadan, Nigeria",208,Fashion Product 45,Fashion,38275.33,5,JumiaFlash,TXN253481,ORD166485,3,Bank Transfer,success,38275.33,NGN,"225 Faith Fords, Ibadan",False,none,3,0,none,197.210.206.86
USER1560,Patience Ekwueme,gibrahim@example.net,+2347693210994,Female,59,2025-08-08T08:04:01+00:00,active,DEV92531,Onitsha,Nigeria,tablet,Safari,Pay on Delivery,SESS21797,2025-10-19T15:51:18.143404+00:00,view_product,PROD2277,tablet,Safari,"Onitsha, Nigeria",1649,Home & Kitchen Product 88,Home & Kitchen,96096.22,5,KongaDeals,TXN391309,ORD952672,5,Pay on Delivery,success,96096.22,NGN,"819 Eze Forest, Onitsha",False,none,5,0,none,197.210.90.229
USER1840,Joy Oyekan,hopeobasanjo@example.org,+2347124172120,Female,50,2025-07-20T04:23:58+00:00,active,DEV81793,Benin City,Nigeria,tablet,Chrome,Mobile Money,SESS26190,2025-10-19T15:58:11.749260+00:00,purchase,PROD4518,tablet,Chrome,"Benin City, Nigeria",651,Phones & Tablets Product 98,Phones & Tablets,179138.06,0,KongaDeals,TXN305084,ORD338755,1,Mobile Money,success,537414.1799999999,NGN,"257 Joseph Tunnel, Benin City",False,none,2,0,none,197.210.61.55
USER1215,Patience Akinwale,deborahchukwu@example.net,+2347988503590,Male,62,2025-09-25T09:30:10+00:00,active,DEV23555,Onitsha,Nigeria,desktop,Firefox,Bank Transfer,SESS84646,2025-10-19T15:58:21.100819+00:00,browse,PROD5895,desktop,Firefox,"Onitsha, Nigeria",139,Groceries Product 79,Groceries,15834.37,0,KongaDeals,TXN369833,ORD446921,5,Bank Transfer,success,31668.74,NGN,"123 Nathaniel Estate, Onitsha",False,none,3,0,none,197.210.210.194
USER1351,Stephen Uche,gibrahim@example.com,+2347807190705,Female,50,2025-06-10T16:10:14+00:00,active,DEV83738,Enugu,Nigeria,tablet,Chrome,Pay on Delivery,SESS31461,2025-10-19T15:54:58.227278+00:00,purchase,PROD6675,tablet,Chrome,"Enugu, Nigeria",348,Home & Kitchen Product 92,Home & Kitchen,17239.83,0,NaijaMarket,TXN856190,ORD637416,1,Pay on Delivery,success,102110.75393691087,NGN,"550 Oyekan Expressway, Enugu",False,none,1,1,merchant_collusion,197.210.203.5
USER1742,Nathaniel Akinwale,reze@example.org,+2347746231481,Female,35,2025-08-29T10:08:48+00:00,active,DEV64891,Lagos,Nigeria,desktop,Safari,USSD,SESS64189,2025-10-19T15:54:53.078521+00:00,purchase,PROD5994,desktop,Firefox,"Lagos, Nigeria",208,Groceries Product 37,Groceries,2357.11,5,NaijaMarket,TXN141625,ORD353388,2,Card,success,150404.8686362505,NGN,"234 Obasanjo Mountains, Lagos",False,none,5,1,account_takeover,192.168.215.110
USER1010,Hope Eze,okonkwosimon@example.com,+2348051932773,Female,44,2025-06-21T05:18:20+00:00,active,DEV84045,Enugu,Nigeria,tablet,Firefox,USSD,SESS58220,2025-10-19T15:52:33.173663+00:00,view_product,PROD6603,tablet,Firefox,"Enugu, Nigeria",1539,Phones & Tablets Product 71,Phones & Tablets,130742.28,5,KongaDeals,TXN458104,ORD721263,2,USSD,success,392226.83999999997,NGN,"918 Ekwueme Passage, Enugu",False,none,2,0,none,197.210.187.68
USER1173,Peace Ibrahim,agnes92@example.net,+2347761413950,Female,34,2025-03-29T17:21:02+00:00,active,DEV49049,Aba,Nigeria,mobile,Chrome,Mobile Money,SESS87527,2025-10-19T15:49:23.336392+00:00,view_product,PROD4203,mobile,Chrome,"Aba, Nigeria",1603,Phones & Tablets Product 13,Phones & Tablets,96549.77,0,JumiaFlash,TXN901546,ORD167874,4,Mobile Money,success,193099.54,NGN,"973 Ojo Lights, Aba",False,none,5,0,none,197.210.38.189
USER1804,John Uche,innamani@example.com,+2347090827767,Male,50,2024-09-22T19:54:14+00:00,active,DEV33766,Lagos,Nigeria,mobile,Chrome,Mobile Money,SESS51983,2025-10-19T15:51:38.573897+00:00,purchase,PROD3533,mobile,Chrome,"Lagos, Nigeria",608,Electronics Product 48,Electronics,287657.96,10,NaijaMarket,TXN108644,ORD528584,2,Mobile Money,success,287657.96,NGN,"672 Okonkwo Cliffs, Lagos",False,none,2,0,none,197.210.234.66
USER1024,Grace Nnamani,aokafor@example.com,+2347607381440,Male,48,2025-09-06T20:34:03+00:00,active,DEV41555,Onitsha,Nigeria,desktop,Firefox,Pay on Delivery,SESS87395,2025-10-19T15:50:05.681909+00:00,view_product,PROD1422,desktop,Firefox,"Onitsha, Nigeria",1348,Health & Beauty Product 89,Health & Beauty,7307.58,10,VEND826,TXN348642,ORD581595,5,Pay on Delivery,success,21922.739999999998,NGN,"773 Emmanuel Locks, Onitsha",False,none,5,0,none,197.210.76.19
USER1019,Deborah Oyekan,gloriaakinwale@example.org,+2347176744341,Female,49,2025-10-05T17:51:54+00:00,active,DEV13727,Enugu,Nigeria,desktop,Chrome,Card,SESS83748,2025-10-19T15:56:27.459824+00:00,add_to_cart,PROD6504,desktop,Chrome,"Enugu, Nigeria",850,Phones & Tablets Product 44,Phones & Tablets,267143.41,0,KongaDeals,TXN106978,ORD853148,1,Card,success,267143.41,NGN,"550 Esther Key, Enugu",False,none,2,0,none,197.210.156.246
USER1109,Angela Obi,adetokunbojuliet@example.net,+2347876380393,Female,65,2023-12-29T00:01:14+00:00,active,DEV51670,Warri,Nigeria,tablet,Chrome,Mobile Money,SESS63533,2025-10-19T15:56:00.554236+00:00,browse,PROD7530,tablet,Chrome,"Warri, Nigeria",297,Phones & Tablets Product 73,Phones & Tablets,216624.99,0,QuickDealsNG,TXN190141,ORD323504,3,Mobile Money,success,90311.88708370761,NGN,"895 Uche Mountain, Warri",False,none,4,1,merchant_collusion,197.210.122.229
USER1063,Blessing Ogunleye,xadeyemi@example.com,+2347671577826,Female,19,2024-09-08T15:26:51+00:00,active,DEV95365,Kano,Nigeria,desktop,Safari,Pay on Delivery,SESS71939,2025-10-19T15:57:54.828930+00:00,add_to_cart,PROD1248,desktop,Safari,"Kano, Nigeria",883,Electronics Product 41,Electronics,483849.6,0,NaijaMarket,TXN220842,ORD463819,5,Pay on Delivery,success,1451548.7999999998,NGN,"491 Ibrahim Green, Kano",False,none,1,0,none,197.210.236.159
USER1050,Simon Ojo,olawaledaniel@example.net,+2347816838054,Female,36,2025-08-25T18:17:25+00:00,active,DEV27213,Kano,Nigeria,desktop,Chrome,Card,SESS58667,2025-10-19T15:56:14.632170+00:00,view_product,PROD4758,desktop,Chrome,"Kano, Nigeria",133,Electronics Product 35,Electronics,334113.69,0,QuickDealsNG,TXN932579,ORD456900,2,Card,success,118540.93349680814,NGN,"634 Adetokunbo Prairie, Kano",False,none,4,1,merchant_collusion,197.210.200.120
USER1183,Patience Balogun,holawale@example.net,+2347179051061,Male,22,2024-09-20T23:57:10+00:00,active,DEV59276,Enugu,Nigeria,mobile,Chrome,Mobile Money,SESS38860,2025-10-19T15:50:02.731767+00:00,login,PROD5037,mobile,Chrome,"Enugu, Nigeria",1735,Electronics Product 41,Electronics,48352.0,0,QuickDealsNG,TXN538686,ORD497504,5,Mobile Money,success,100305.65072125821,NGN,"649 Emmanuel Stream, Enugu",False,none,5,1,merchant_collusion,197.210.155.96
USER1622,Paul Ogunleye,nekwueme@example.com,+2347312350648,Male,36,2023-12-12T16:53:26+00:00,inactive,DEV60918,Warri,Nigeria,mobile,Chrome,Mobile Money,SESS78867,2025-10-19T15:50:56.469911+00:00,add_to_cart,PROD1970,mobile,Chrome,"Warri, Nigeria",1177,Groceries Product 8,Groceries,4822.78,0,QuickDealsNG,TXN896411,ORD582588,2,Mobile Money,success,67784.75421399824,NGN,"323 Philip Cliff, Warri",False,none,3,1,merchant_collusion,197.210.38.206
USER1466,Peace Olawale,maryolawale@example.net,+2347655062620,Male,56,2023-10-26T06:23:18+00:00,active,DEV84733,Benin City,Nigeria,tablet,Chrome,Mobile Money,SESS99990,2025-10-19T15:58:35.756563+00:00,add_to_cart,PROD9419,tablet,Chrome,Unknown Location,1418,Fashion Product 84,Fashion,49697.5,10,VEND608,TXN506836,ORD163419,1,Mobile Money,success,99395.0,NGN,"375 Chukwu Haven, Onitsha",False,none,4,1,geo_anomaly,192.168.41.34
USER1561,Hope Nnamani,faithuche@example.com,+2347083243430,Female,45,2025-03-11T22:25:29+00:00,active,DEV52205,Lagos,Nigeria,desktop,Safari,USSD,SESS88719,2025-10-19T15:56:01.060171+00:00,browse,PROD4183,desktop,Safari,"Lagos, Nigeria",49,Phones & Tablets Product 78,Phones & Tablets,270904.9,15,VEND609,TXN550055,ORD986518,1,USSD,success,541809.8,NGN,"697 Peace Mount, Lagos",False,none,2,0,none,197.210.92.248
USER1681,Agnes Chukwu,okaforbenjamin@example.com,+2347172864688,Female,26,2024-03-07T17:20:28+00:00,active,DEV60198,Onitsha,Nigeria,desktop,Chrome,Bank Transfer,SESS86135,2025-10-19T15:56:03.387702+00:00,view_product,PROD6824,desktop,Chrome,"Onitsha, Nigeria",1625,Health & Beauty Product 66,Health & Beauty,19308.75,5,QuickDealsNG,TXN630255,ORD263605,4,Bank Transfer,success,57926.25,NGN,"310 Michael Crossing, Onitsha",False,none,1,0,none,197.210.63.145
USER1715,Philip Okafor,ruthnnamani@example.com,+2348052729588,Male,41,2025-09-26T09:28:35+00:00,inactive,DEV47831,Kano,Nigeria,desktop,Safari,Mobile Money,SESS25078,2025-10-19T15:49:34.273398+00:00,login,PROD6412,desktop,Safari,"Kano, Nigeria",1109,Computers Product 33,Computers,766797.48,5,NaijaMarket,TXN481301,ORD464130,1,Mobile Money,success,1533594.96,NGN,"107 Andrew Radial, Kano",False,none,1,0,none,197.210.108.113
USER1134,Paul Okafor,xeze@example.net,+2347638094625,Female,38,2025-03-04T11:52:14+00:00,active,DEV87839,Warri,Nigeria,desktop,Firefox,Pay on Delivery,SESS82879,2025-10-19T15:50:17.512808+00:00,login,PROD6882,desktop,Firefox,"Warri, Nigeria",166,Electronics Product 99,Electronics,95072.26,0,KongaDeals,TXN491611,ORD872092,2,Pay on Delivery,success,95072.26,NGN,"52 Okonkwo Corners, Warri",False,none,5,0,none,197.210.71.106
USER1094,Patience Balogun,qobasanjo@example.org,+2347436541289,Male,18,2024-01-09T12:55:45+00:00,inactive,DEV15849,Aba,Nigeria,mobile,Chrome,Card,SESS23786,2025-10-19T15:59:11.750345+00:00,browse,PROD2346,mobile,Chrome,"Aba, Nigeria",684,Home & Kitchen Product 19,Home & Kitchen,93612.05,20,KongaDeals,TXN328167,ORD240780,1,Card,success,187224.1,NGN,"67 Adeyemi Tunnel, Aba",False,none,4,0,none,197.210.240.67
USER1202,Deborah Okafor,danielobasanjo@example.org,+2347891193106,Female,44,2025-04-14T04:57:57+00:00,active,DEV14793,Port Harcourt,Nigeria,tablet,Chrome,USSD,SESS70351,2025-10-19T15:55:22.278546+00:00,purchase,PROD2985,tablet,Chrome,"Port Harcourt, Nigeria",624,Electronics Product 57,Electronics,320495.69,0,VEND959,TXN956123,ORD593736,5,USSD,success,961487.0700000001,NGN,"880 Gabriel Pike, Port Harcourt",False,none,3,0,none,197.210.185.188
USER1000,Faith Oyekan,zadeyemi@example.net,+2347573835274,Male,46,2024-03-04T01:03:08+00:00,active,DEV52773,Aba,Nigeria,desktop,Firefox,Bank Transfer,SESS52196,2025-10-19T15:58:10.810713+00:00,browse,PROD1023,desktop,Firefox,"Aba, Nigeria",1651,Home & Kitchen Product 46,Home & Kitchen,54509.53,30,JumiaFlash,TXN895737,ORD197271,3,Bank Transfer,success,109019.06,NGN,"653 Agnes Canyon, Aba",False,none,3,0,none,197.210.115.111
USER1730,Deborah Eze,samuel32@example.net,+2347310843726,Male,21,2024-03-09T00:08:08+00:00,active,DEV96581,Benin City,Nigeria,mobile,Firefox,Card,SESS97431,2025-10-19T15:50:30.152851+00:00,add_to_cart,PROD4733,mobile,Firefox,"Benin City, Nigeria",1157,Health & Beauty Product 16,Health & Beauty,15607.07,5,VEND580,TXN238543,ORD572746,1,Card,success,15607.07,NGN,"837 Gloria Radial, Benin City",False,none,2,0,none,197.210.239.118
USER1986,Charity Obi,balogungrace@example.org,+2347564141047,Female,32,2024-11-12T20:06:46+00:00,active,DEV90964,Ibadan,Nigeria,mobile,Firefox,Card,SESS93006,2025-10-19T15:50:09.157211+00:00,browse,PROD9301,mobile,Firefox,"Ibadan, Nigeria",1078,Computers Product 23,Computers,534620.86,0,KongaDeals,TXN107314,ORD923695,3,Card,success,89068.81921511004,NGN,"952 Benjamin Wells, Ibadan",False,none,5,1,merchant_collusion,197.210.166.145
USER1763,John Abiola,balogunruth@example.org,+2347356749632,Female,21,2023-10-26T16:06:14+00:00,inactive,DEV66558,Enugu,Nigeria,desktop,Chrome,Bank Transfer,SESS62370,2025-10-19T15:55:48.629375+00:00,purchase,PROD1315,desktop,Chrome,"Enugu, Nigeria",745,Fashion Product 83,Fashion,48604.54,0,VEND450,TXN501708,ORD993185,2,Bank Transfer,success,97209.08,NGN,"753 Oshodi Mountain, Enugu",False,none,1,0,none,197.210.109.255
USER1927,Mark Ojo,nnamanicornelius@example.net,+2347658261422,Female,45,2024-06-14T02:30:48+00:00,active,DEV95919,Warri,Nigeria,tablet,Chrome,Pay on Delivery,SESS64647,2025-10-19T15:55:53.491953+00:00,browse,PROD5537,tablet,Chrome,"Warri, Nigeria",1305,Phones & Tablets Product 69,Phones & Tablets,204297.55,0,NaijaMarket,TXN210139,ORD776782,5,Pay on Delivery,success,408595.1,NGN,"197 Peter Terrace, Warri",False,none,1,0,none,197.210.232.114
USER1533,Paul Ibrahim,oyekanagnes@example.com,+2347347649439,Male,22,2024-01-16T17:57:29+00:00,active,DEV24839,Aba,Nigeria,mobile,Chrome,USSD,SESS67806,2025-10-19T15:50:17.907166+00:00,browse,PROD6729,mobile,Chrome,"Aba, Nigeria",998,Home & Kitchen Product 42,Home & Kitchen,12101.53,10,QuickDealsNG,TXN880954,ORD954517,5,USSD,success,36304.590000000004,NGN,"986 Elizabeth Port, Aba",False,none,5,0,none,197.210.240.141
USER1165,John Okafor,sarah78@example.net,+2347789102354,Female,47,2024-10-20T08:42:40+00:00,active,DEV81591,Kano,Nigeria,mobile,Firefox,Bank Transfer,SESS98296,2025-10-19T15:54:57.795969+00:00,purchase,PROD9518,mobile,Firefox,"Kano, Nigeria",1216,Groceries Product 38,Groceries,2024.84,5,KongaDeals,TXN294927,ORD566695,5,Bank Transfer,success,4049.68,NGN,"813 James Ridge, Kano",False,none,5,0,none,197.210.244.22
USER1089,James Akinwale,ezepatience@example.org,+2347104163200,Male,56,2023-11-10T18:25:11+00:00,active,DEV80341,Lagos,Nigeria,mobile,Safari,Pay on Delivery,SESS80257,2025-10-19T15:59:06.940363+00:00,purchase,PROD6637,mobile,Safari,"Lagos, Nigeria",598,Fashion Product 91,Fashion,29807.94,30,QuickDealsNG,TXN250421,ORD660394,5,Pay on Delivery,success,29807.94,NGN,"658 Obi Skyway, Lagos",False,none,3,0,none,197.210.197.207
USER1217,Benjamin Ogunleye,obasanjoelizabeth@example.com,+2347076446053,Female,34,2024-06-06T13:39:46+00:00,active,DEV31379,Ibadan,Nigeria,tablet,Safari,USSD,SESS55622,2025-10-19T15:58:56.883153+00:00,purchase,PROD7444,tablet,Safari,"Ibadan, Nigeria",934,Fashion Product 72,Fashion,19572.95,0,JumiaFlash,TXN753091,ORD957780,1,USSD,success,19572.95,NGN,"327 Hope Bypass, Ibadan",False,none,3,0,none,197.210.39.28
USER1626,Faith Ojo,julietolawale@example.com,+2347704441177,Female,38,2024-09-17T15:03:27+00:00,active,DEV10681,Ibadan,Nigeria,desktop,Safari,Pay on Delivery,SESS42382,2025-10-19T15:50:13.139086+00:00,add_to_cart,PROD3615,desktop,Safari,"Ibadan, Nigeria",1240,Groceries Product 35,Groceries,7774.07,0,VEND336,TXN677238,ORD193687,2,Pay on Delivery,success,15548.14,NGN,"46 Gabriel Row, Ibadan",False,none,3,0,none,197.210.225.108
